timestamp,symbol,bid,ask
2026-06-07T23:45:00+00:00,BARUSD,0.2969257500,0.2970742500
2026-06-08T00:00:00+00:00,BARUSD,0.2969257500,0.2970742500
2026-06-08T00:15:00+00:00,BARUSD,0.2989252500,0.2990747500
2026-06-08T00:30:00+00:00,BARUSD,0.2979255000,0.2980745000
2026-06-08T00:45:00+00:00,BARUSD,0.2989252500,0.2990747500
2026-06-08T01:00:00+00:00,BARUSD,0.2979255000,0.2980745000
2026-06-08T01:15:00+00:00,BARUSD,0.2939265000,0.2940735000
2026-06-08T01:30:00+00:00,BARUSD,0.2949262500,0.2950737500
2026-06-08T01:45:00+00:00,BARUSD,0.2939265000,0.2940735000
2026-06-08T02:00:00+00:00,BARUSD,0.2939265000,0.2940735000
2026-06-08T02:15:00+00:00,BARUSD,0.2939265000,0.2940735000
2026-06-08T02:30:00+00:00,BARUSD,0.2929267500,0.2930732500
2026-06-08T02:45:00+00:00,BARUSD,0.2929267500,0.2930732500
2026-06-08T03:00:00+00:00,BARUSD,0.2939265000,0.2940735000
2026-06-08T03:15:00+00:00,BARUSD,0.2939265000,0.2940735000
2026-06-08T03:30:00+00:00,BARUSD,0.2919270000,0.2920730000
2026-06-08T03:45:00+00:00,BARUSD,0.2919270000,0.2920730000
2026-06-08T04:00:00+00:00,BARUSD,0.2929267500,0.2930732500
2026-06-08T04:15:00+00:00,BARUSD,0.2909272500,0.2910727500
2026-06-08T04:30:00+00:00,BARUSD,0.2919270000,0.2920730000
2026-06-08T04:45:00+00:00,BARUSD,0.2919270000,0.2920730000
2026-06-08T05:00:00+00:00,BARUSD,0.2889277500,0.2890722500
2026-06-08T05:15:00+00:00,BARUSD,0.2899275000,0.2900725000
2026-06-08T05:30:00+00:00,BARUSD,0.2899275000,0.2900725000
2026-06-08T05:45:00+00:00,BARUSD,0.2919270000,0.2920730000
2026-06-08T06:00:00+00:00,BARUSD,0.2929267500,0.2930732500
2026-06-08T06:15:00+00:00,BARUSD,0.2949262500,0.2950737500
2026-06-08T06:30:00+00:00,BARUSD,0.2959260000,0.2960740000
2026-06-08T06:45:00+00:00,BARUSD,0.2949262500,0.2950737500
2026-06-08T07:00:00+00:00,BARUSD,0.2949262500,0.2950737500
2026-06-08T07:15:00+00:00,BARUSD,0.2929267500,0.2930732500
2026-06-08T07:30:00+00:00,BARUSD,0.2929267500,0.2930732500
2026-06-08T07:45:00+00:00,BARUSD,0.2929267500,0.2930732500
2026-06-08T08:00:00+00:00,BARUSD,0.3019245000,0.3020755000
2026-06-08T08:15:00+00:00,BARUSD,0.2999250000,0.3000750000
2026-06-08T08:30:00+00:00,BARUSD,0.2959260000,0.2960740000
2026-06-08T08:45:00+00:00,BARUSD,0.2939265000,0.2940735000
2026-06-08T09:00:00+00:00,BARUSD,0.2949262500,0.2950737500
2026-06-08T09:15:00+00:00,BARUSD,0.2959260000,0.2960740000
2026-06-08T09:30:00+00:00,BARUSD,0.2959260000,0.2960740000
2026-06-08T09:45:00+00:00,BARUSD,0.2949262500,0.2950737500
2026-06-08T10:00:00+00:00,BARUSD,0.2959260000,0.2960740000
2026-06-08T10:15:00+00:00,BARUSD,0.2959260000,0.2960740000
2026-06-08T10:30:00+00:00,BARUSD,0.2989252500,0.2990747500
2026-06-08T10:45:00+00:00,BARUSD,0.2999250000,0.3000750000
2026-06-08T11:00:00+00:00,BARUSD,0.3009247500,0.3010752500
2026-06-08T11:15:00+00:00,BARUSD,0.3029242500,0.3030757500
2026-06-08T11:30:00+00:00,BARUSD,0.2999250000,0.3000750000
2026-06-08T11:45:00+00:00,BARUSD,0.2999250000,0.3000750000
2026-06-08T12:00:00+00:00,BARUSD,0.2999250000,0.3000750000
2026-06-08T12:15:00+00:00,BARUSD,0.2989252500,0.2990747500
2026-06-08T12:30:00+00:00,BARUSD,0.3009247500,0.3010752500
2026-06-08T12:45:00+00:00,BARUSD,0.2989252500,0.2990747500
2026-06-08T13:00:00+00:00,BARUSD,0.2999250000,0.3000750000
2026-06-08T13:15:00+00:00,BARUSD,0.2969257500,0.2970742500
2026-06-08T13:30:00+00:00,BARUSD,0.2949262500,0.2950737500
2026-06-08T13:45:00+00:00,BARUSD,0.2959260000,0.2960740000
2026-06-08T14:00:00+00:00,BARUSD,0.2969257500,0.2970742500
2026-06-08T14:15:00+00:00,BARUSD,0.2969257500,0.2970742500
2026-06-08T14:30:00+00:00,BARUSD,0.2979255000,0.2980745000
2026-06-08T14:45:00+00:00,BARUSD,0.2989252500,0.2990747500
2026-06-08T15:00:00+00:00,BARUSD,0.3099225000,0.3100775000
2026-06-08T15:15:00+00:00,BARUSD,0.3099225000,0.3100775000
2026-06-08T15:30:00+00:00,BARUSD,0.3109222500,0.3110777500
2026-06-08T15:45:00+00:00,BARUSD,0.3039240000,0.3040760000
2026-06-08T16:00:00+00:00,BARUSD,0.3029242500,0.3030757500
2026-06-08T16:15:00+00:00,BARUSD,0.3029242500,0.3030757500
2026-06-08T16:30:00+00:00,BARUSD,0.3019245000,0.3020755000
2026-06-08T16:45:00+00:00,BARUSD,0.3019245000,0.3020755000
2026-06-08T17:00:00+00:00,BARUSD,0.3009247500,0.3010752500
2026-06-08T17:15:00+00:00,BARUSD,0.3019245000,0.3020755000
2026-06-08T17:30:00+00:00,BARUSD,0.3019245000,0.3020755000
2026-06-08T17:45:00+00:00,BARUSD,0.3039240000,0.3040760000
2026-06-08T18:00:00+00:00,BARUSD,0.3029242500,0.3030757500
2026-06-08T18:15:00+00:00,BARUSD,0.3039240000,0.3040760000
2026-06-08T18:30:00+00:00,BARUSD,0.3009247500,0.3010752500
2026-06-08T18:45:00+00:00,BARUSD,0.3009247500,0.3010752500
2026-06-08T19:00:00+00:00,BARUSD,0.3009247500,0.3010752500
2026-06-08T19:15:00+00:00,BARUSD,0.3009247500,0.3010752500
2026-06-08T19:30:00+00:00,BARUSD,0.3009247500,0.3010752500
2026-06-08T19:45:00+00:00,BARUSD,0.2999250000,0.3000750000
2026-06-08T20:00:00+00:00,BARUSD,0.2999250000,0.3000750000
2026-06-08T20:15:00+00:00,BARUSD,0.3009247500,0.3010752500
2026-06-08T20:30:00+00:00,BARUSD,0.2999250000,0.3000750000
2026-06-08T20:45:00+00:00,BARUSD,0.3009247500,0.3010752500
2026-06-08T21:00:00+00:00,BARUSD,0.3009247500,0.3010752500
2026-06-08T21:15:00+00:00,BARUSD,0.3009247500,0.3010752500
2026-06-08T21:30:00+00:00,BARUSD,0.2999250000,0.3000750000
2026-06-08T21:45:00+00:00,BARUSD,0.2989252500,0.2990747500
2026-06-08T22:00:00+00:00,BARUSD,0.2989252500,0.2990747500
2026-06-08T22:15:00+00:00,BARUSD,0.2989252500,0.2990747500
2026-06-08T22:30:00+00:00,BARUSD,0.2989252500,0.2990747500
2026-06-08T22:45:00+00:00,BARUSD,0.2989252500,0.2990747500
2026-06-08T23:00:00+00:00,BARUSD,0.2989252500,0.2990747500
2026-06-08T23:15:00+00:00,BARUSD,0.2989252500,0.2990747500
2026-06-08T23:30:00+00:00,BARUSD,0.2969257500,0.2970742500
2026-06-08T23:45:00+00:00,BARUSD,0.2969257500,0.2970742500
2026-06-09T00:00:00+00:00,BARUSD,0.2979255000,0.2980745000
2026-06-09T00:15:00+00:00,BARUSD,0.2959260000,0.2960740000
2026-06-09T00:30:00+00:00,BARUSD,0.2969257500,0.2970742500
2026-06-09T00:45:00+00:00,BARUSD,0.2949262500,0.2950737500
2026-06-09T01:00:00+00:00,BARUSD,0.2949262500,0.2950737500
2026-06-09T01:15:00+00:00,BARUSD,0.2959260000,0.2960740000
2026-06-09T01:30:00+00:00,BARUSD,0.2949262500,0.2950737500
2026-06-09T01:45:00+00:00,BARUSD,0.2959260000,0.2960740000
2026-06-09T02:00:00+00:00,BARUSD,0.2959260000,0.2960740000
2026-06-09T02:15:00+00:00,BARUSD,0.2939265000,0.2940735000
2026-06-09T02:30:00+00:00,BARUSD,0.2919270000,0.2920730000
2026-06-09T02:45:00+00:00,BARUSD,0.2919270000,0.2920730000
2026-06-09T03:00:00+00:00,BARUSD,0.2929267500,0.2930732500
2026-06-09T03:15:00+00:00,BARUSD,0.2919270000,0.2920730000
2026-06-09T03:30:00+00:00,BARUSD,0.2909272500,0.2910727500
2026-06-09T03:45:00+00:00,BARUSD,0.2919270000,0.2920730000
2026-06-09T04:00:00+00:00,BARUSD,0.2919270000,0.2920730000
2026-06-09T04:15:00+00:00,BARUSD,0.2909272500,0.2910727500
2026-06-09T04:30:00+00:00,BARUSD,0.2919270000,0.2920730000
2026-06-09T04:45:00+00:00,BARUSD,0.2929267500,0.2930732500
2026-06-09T05:00:00+00:00,BARUSD,0.2939265000,0.2940735000
2026-06-09T05:15:00+00:00,BARUSD,0.2929267500,0.2930732500
2026-06-09T05:30:00+00:00,BARUSD,0.2909272500,0.2910727500
2026-06-09T05:45:00+00:00,BARUSD,0.2899275000,0.2900725000
2026-06-09T06:00:00+00:00,BARUSD,0.2909272500,0.2910727500
2026-06-09T06:15:00+00:00,BARUSD,0.2919270000,0.2920730000
2026-06-09T06:30:00+00:00,BARUSD,0.2919270000,0.2920730000
2026-06-09T06:45:00+00:00,BARUSD,0.2909272500,0.2910727500
2026-06-09T07:00:00+00:00,BARUSD,0.2909272500,0.2910727500
2026-06-09T07:15:00+00:00,BARUSD,0.2919270000,0.2920730000
2026-06-09T07:30:00+00:00,BARUSD,0.2909272500,0.2910727500
2026-06-09T07:45:00+00:00,BARUSD,0.2919270000,0.2920730000
2026-06-09T08:00:00+00:00,BARUSD,0.2929267500,0.2930732500
2026-06-09T08:15:00+00:00,BARUSD,0.2999250000,0.3000750000
2026-06-09T08:30:00+00:00,BARUSD,0.2979255000,0.2980745000
2026-06-09T08:45:00+00:00,BARUSD,0.2979255000,0.2980745000
2026-06-09T09:00:00+00:00,BARUSD,0.2999250000,0.3000750000
2026-06-09T09:15:00+00:00,BARUSD,0.2989252500,0.2990747500
2026-06-09T09:30:00+00:00,BARUSD,0.2989252500,0.2990747500
2026-06-09T09:45:00+00:00,BARUSD,0.3029242500,0.3030757500
2026-06-09T10:00:00+00:00,BARUSD,0.2989252500,0.2990747500
2026-06-09T10:15:00+00:00,BARUSD,0.3019245000,0.3020755000
2026-06-09T10:30:00+00:00,BARUSD,0.2999250000,0.3000750000
2026-06-09T10:45:00+00:00,BARUSD,0.3009247500,0.3010752500
2026-06-09T11:00:00+00:00,BARUSD,0.3009247500,0.3010752500
2026-06-09T11:15:00+00:00,BARUSD,0.3029242500,0.3030757500
2026-06-09T11:30:00+00:00,BARUSD,0.3029242500,0.3030757500
2026-06-09T11:45:00+00:00,BARUSD,0.3009247500,0.3010752500
2026-06-09T12:00:00+00:00,BARUSD,0.3039240000,0.3040760000
2026-06-09T12:15:00+00:00,BARUSD,0.3049237500,0.3050762500
2026-06-09T12:30:00+00:00,BARUSD,0.3019245000,0.3020755000
2026-06-09T12:45:00+00:00,BARUSD,0.3029242500,0.3030757500
2026-06-09T13:00:00+00:00,BARUSD,0.3029242500,0.3030757500
