timestamp,symbol,bid,ask
2026-06-07T23:45:00+00:00,AUDUSD,0.7042700000,0.7042800000
2026-06-08T00:00:00+00:00,AUDUSD,0.7044100000,0.7044200000
2026-06-08T00:15:00+00:00,AUDUSD,0.7047400000,0.7047500000
2026-06-08T00:30:00+00:00,AUDUSD,0.7055000000,0.7055000000
2026-06-08T00:45:00+00:00,AUDUSD,0.7058300000,0.7058500000
2026-06-08T01:00:00+00:00,AUDUSD,0.7057200000,0.7057400000
2026-06-08T01:15:00+00:00,AUDUSD,0.7042300000,0.7042400000
2026-06-08T01:30:00+00:00,AUDUSD,0.7047500000,0.7047600000
2026-06-08T01:45:00+00:00,AUDUSD,0.7050300000,0.7050400000
2026-06-08T02:00:00+00:00,AUDUSD,0.7045800000,0.7045900000
2026-06-08T02:15:00+00:00,AUDUSD,0.7048900000,0.7049100000
2026-06-08T02:30:00+00:00,AUDUSD,0.7050000000,0.7050100000
2026-06-08T02:45:00+00:00,AUDUSD,0.7050900000,0.7051000000
2026-06-08T03:00:00+00:00,AUDUSD,0.7047500000,0.7047500000
2026-06-08T03:15:00+00:00,AUDUSD,0.7046100000,0.7046100000
2026-06-08T03:30:00+00:00,AUDUSD,0.7047700000,0.7047900000
2026-06-08T03:45:00+00:00,AUDUSD,0.7050000000,0.7050100000
2026-06-08T04:00:00+00:00,AUDUSD,0.7051800000,0.7051900000
2026-06-08T04:15:00+00:00,AUDUSD,0.7052200000,0.7052400000
2026-06-08T04:30:00+00:00,AUDUSD,0.7047700000,0.7047800000
2026-06-08T04:45:00+00:00,AUDUSD,0.7044800000,0.7044900000
2026-06-08T05:00:00+00:00,AUDUSD,0.7044000000,0.7044100000
2026-06-08T05:15:00+00:00,AUDUSD,0.7049600000,0.7049800000
2026-06-08T05:30:00+00:00,AUDUSD,0.7039900000,0.7040000000
2026-06-08T05:45:00+00:00,AUDUSD,0.7037100000,0.7037200000
2026-06-08T06:00:00+00:00,AUDUSD,0.7038600000,0.7038700000
2026-06-08T06:15:00+00:00,AUDUSD,0.7044100000,0.7044200000
2026-06-08T06:30:00+00:00,AUDUSD,0.7042400000,0.7042500000
2026-06-08T06:45:00+00:00,AUDUSD,0.7042700000,0.7042700000
2026-06-08T07:00:00+00:00,AUDUSD,0.7052700000,0.7052700000
2026-06-08T07:15:00+00:00,AUDUSD,0.7056100000,0.7056200000
2026-06-08T07:30:00+00:00,AUDUSD,0.7053600000,0.7053600000
2026-06-08T07:45:00+00:00,AUDUSD,0.7048100000,0.7048200000
2026-06-08T08:00:00+00:00,AUDUSD,0.7052100000,0.7052200000
2026-06-08T08:15:00+00:00,AUDUSD,0.7053600000,0.7053700000
2026-06-08T08:30:00+00:00,AUDUSD,0.7048700000,0.7048900000
2026-06-08T08:45:00+00:00,AUDUSD,0.7047900000,0.7048000000
2026-06-08T09:00:00+00:00,AUDUSD,0.7046100000,0.7046200000
2026-06-08T09:15:00+00:00,AUDUSD,0.7043000000,0.7043100000
2026-06-08T09:30:00+00:00,AUDUSD,0.7047800000,0.7047900000
2026-06-08T09:45:00+00:00,AUDUSD,0.7052300000,0.7052400000
2026-06-08T10:00:00+00:00,AUDUSD,0.7054900000,0.7055000000
2026-06-08T10:15:00+00:00,AUDUSD,0.7052400000,0.7052500000
2026-06-08T10:30:00+00:00,AUDUSD,0.7060900000,0.7061000000
2026-06-08T10:45:00+00:00,AUDUSD,0.7058100000,0.7058100000
2026-06-08T11:00:00+00:00,AUDUSD,0.7071200000,0.7071400000
2026-06-08T11:15:00+00:00,AUDUSD,0.7073800000,0.7073900000
2026-06-08T11:30:00+00:00,AUDUSD,0.7072200000,0.7072200000
2026-06-08T11:45:00+00:00,AUDUSD,0.7069600000,0.7069700000
2026-06-08T12:00:00+00:00,AUDUSD,0.7071500000,0.7071600000
2026-06-08T12:15:00+00:00,AUDUSD,0.7072000000,0.7072100000
2026-06-08T12:30:00+00:00,AUDUSD,0.7071600000,0.7071800000
2026-06-08T12:45:00+00:00,AUDUSD,0.7070300000,0.7070400000
2026-06-08T13:00:00+00:00,AUDUSD,0.7069800000,0.7069900000
2026-06-08T13:15:00+00:00,AUDUSD,0.7070500000,0.7070600000
2026-06-08T13:30:00+00:00,AUDUSD,0.7063900000,0.7064100000
2026-06-08T13:45:00+00:00,AUDUSD,0.7057100000,0.7057200000
2026-06-08T14:00:00+00:00,AUDUSD,0.7052700000,0.7052800000
2026-06-08T14:15:00+00:00,AUDUSD,0.7050700000,0.7050800000
2026-06-08T14:30:00+00:00,AUDUSD,0.7055300000,0.7055400000
2026-06-08T14:45:00+00:00,AUDUSD,0.7058600000,0.7058700000
2026-06-08T15:00:00+00:00,AUDUSD,0.7058500000,0.7058600000
2026-06-08T15:15:00+00:00,AUDUSD,0.7053300000,0.7053300000
2026-06-08T15:30:00+00:00,AUDUSD,0.7054800000,0.7054900000
2026-06-08T15:45:00+00:00,AUDUSD,0.7053700000,0.7053800000
2026-06-08T16:00:00+00:00,AUDUSD,0.7053900000,0.7054000000
2026-06-08T16:15:00+00:00,AUDUSD,0.7051200000,0.7051300000
2026-06-08T16:30:00+00:00,AUDUSD,0.7053500000,0.7053700000
2026-06-08T16:45:00+00:00,AUDUSD,0.7050900000,0.7051100000
2026-06-08T17:00:00+00:00,AUDUSD,0.7048000000,0.7048100000
2026-06-08T17:15:00+00:00,AUDUSD,0.7050100000,0.7050200000
2026-06-08T17:30:00+00:00,AUDUSD,0.7046300000,0.7046500000
2026-06-08T17:45:00+00:00,AUDUSD,0.7048900000,0.7049000000
2026-06-08T18:00:00+00:00,AUDUSD,0.7050500000,0.7050600000
2026-06-08T18:15:00+00:00,AUDUSD,0.7052400000,0.7052400000
2026-06-08T18:30:00+00:00,AUDUSD,0.7049500000,0.7049500000
2026-06-08T18:45:00+00:00,AUDUSD,0.7045000000,0.7045100000
