timestamp,symbol,close
2026-06-18T23:45:00+00:00,BTCUSD,62958.0100000000
2026-06-19T00:00:00+00:00,BTCUSD,62862.0000000000
2026-06-19T00:15:00+00:00,BTCUSD,62972.0100000000
2026-06-19T00:30:00+00:00,BTCUSD,63057.9900000000
2026-06-19T00:45:00+00:00,BTCUSD,63020.0000000000
2026-06-19T01:00:00+00:00,BTCUSD,62978.3000000000
2026-06-19T01:15:00+00:00,BTCUSD,62926.0000000000
2026-06-19T01:30:00+00:00,BTCUSD,62916.5900000000
2026-06-19T01:45:00+00:00,BTCUSD,63021.8600000000
2026-06-19T02:00:00+00:00,BTCUSD,63020.2200000000
2026-06-19T02:15:00+00:00,BTCUSD,62956.0800000000
2026-06-19T02:30:00+00:00,BTCUSD,62944.7100000000
2026-06-19T02:45:00+00:00,BTCUSD,63006.0000000000
2026-06-19T03:00:00+00:00,BTCUSD,62734.8700000000
2026-06-19T03:15:00+00:00,BTCUSD,62848.4000000000
2026-06-19T03:30:00+00:00,BTCUSD,62697.8600000000
2026-06-19T03:45:00+00:00,BTCUSD,62773.5100000000
2026-06-19T04:00:00+00:00,BTCUSD,62869.9900000000
2026-06-19T04:15:00+00:00,BTCUSD,62730.8700000000
2026-06-19T04:30:00+00:00,BTCUSD,62605.9900000000
2026-06-19T04:45:00+00:00,BTCUSD,62452.0100000000
2026-06-19T05:00:00+00:00,BTCUSD,62669.9900000000
2026-06-19T05:15:00+00:00,BTCUSD,62616.0000000000
2026-06-19T05:30:00+00:00,BTCUSD,62651.9900000000
2026-06-19T05:45:00+00:00,BTCUSD,62739.2000000000
2026-06-19T06:00:00+00:00,BTCUSD,62849.9900000000
2026-06-19T06:15:00+00:00,BTCUSD,62839.3800000000
2026-06-19T06:30:00+00:00,BTCUSD,62824.0000000000
2026-06-19T06:45:00+00:00,BTCUSD,62894.0800000000
2026-06-19T07:00:00+00:00,BTCUSD,62780.0000000000
2026-06-19T07:15:00+00:00,BTCUSD,62741.1900000000
2026-06-19T07:30:00+00:00,BTCUSD,62554.3200000000
2026-06-19T07:45:00+00:00,BTCUSD,62629.9900000000
2026-06-19T08:00:00+00:00,BTCUSD,62671.9900000000
2026-06-19T08:15:00+00:00,BTCUSD,62668.0000000000
2026-06-19T08:30:00+00:00,BTCUSD,62660.2700000000
2026-06-19T08:45:00+00:00,BTCUSD,62603.9900000000
2026-06-19T09:00:00+00:00,BTCUSD,62432.5400000000
2026-06-19T09:15:00+00:00,BTCUSD,62382.0000000000
2026-06-19T09:30:00+00:00,BTCUSD,62418.2900000000
2026-06-19T09:45:00+00:00,BTCUSD,62390.0000000000
2026-06-19T10:00:00+00:00,BTCUSD,62559.0000000000
2026-06-19T10:15:00+00:00,BTCUSD,62502.0100000000
2026-06-19T10:30:00+00:00,BTCUSD,62418.0000000000
2026-06-19T10:45:00+00:00,BTCUSD,62533.2500000000
2026-06-19T11:00:00+00:00,BTCUSD,62502.0000000000
2026-06-19T11:15:00+00:00,BTCUSD,62646.0000000000
2026-06-19T11:30:00+00:00,BTCUSD,62660.0000000000
2026-06-19T11:45:00+00:00,BTCUSD,62626.0000000000
2026-06-19T12:00:00+00:00,BTCUSD,62623.6200000000
2026-06-19T12:15:00+00:00,BTCUSD,62562.0000000000
2026-06-19T12:30:00+00:00,BTCUSD,62508.1800000000
2026-06-19T12:45:00+00:00,BTCUSD,62830.0100000000
2026-06-19T13:00:00+00:00,BTCUSD,62788.0000000000
2026-06-19T13:15:00+00:00,BTCUSD,62791.8800000000
2026-06-19T13:30:00+00:00,BTCUSD,63091.1000000000
2026-06-19T13:45:00+00:00,BTCUSD,63210.0000000000
2026-06-19T14:00:00+00:00,BTCUSD,63089.9900000000
2026-06-19T14:15:00+00:00,BTCUSD,63267.6700000000
2026-06-19T14:30:00+00:00,BTCUSD,63311.4500000000
2026-06-19T14:45:00+00:00,BTCUSD,63203.5300000000
2026-06-19T15:00:00+00:00,BTCUSD,63183.9900000000
