timestamp,symbol,close
2026-06-07T23:45:00+00:00,AUDUSD,0.7042750000
2026-06-08T00:00:00+00:00,AUDUSD,0.7044150000
2026-06-08T00:15:00+00:00,AUDUSD,0.7047450000
2026-06-08T00:30:00+00:00,AUDUSD,0.7055000000
2026-06-08T00:45:00+00:00,AUDUSD,0.7058400000
2026-06-08T01:00:00+00:00,AUDUSD,0.7057300000
2026-06-08T01:15:00+00:00,AUDUSD,0.7042350000
2026-06-08T01:30:00+00:00,AUDUSD,0.7047550000
2026-06-08T01:45:00+00:00,AUDUSD,0.7050350000
2026-06-08T02:00:00+00:00,AUDUSD,0.7045850000
2026-06-08T02:15:00+00:00,AUDUSD,0.7049000000
2026-06-08T02:30:00+00:00,AUDUSD,0.7050050000
2026-06-08T02:45:00+00:00,AUDUSD,0.7050950000
2026-06-08T03:00:00+00:00,AUDUSD,0.7047500000
2026-06-08T03:15:00+00:00,AUDUSD,0.7046100000
2026-06-08T03:30:00+00:00,AUDUSD,0.7047800000
2026-06-08T03:45:00+00:00,AUDUSD,0.7050050000
2026-06-08T04:00:00+00:00,AUDUSD,0.7051850000
2026-06-08T04:15:00+00:00,AUDUSD,0.7052300000
2026-06-08T04:30:00+00:00,AUDUSD,0.7047750000
2026-06-08T04:45:00+00:00,AUDUSD,0.7044850000
2026-06-08T05:00:00+00:00,AUDUSD,0.7044050000
2026-06-08T05:15:00+00:00,AUDUSD,0.7049700000
2026-06-08T05:30:00+00:00,AUDUSD,0.7039950000
2026-06-08T05:45:00+00:00,AUDUSD,0.7037150000
2026-06-08T06:00:00+00:00,AUDUSD,0.7038650000
2026-06-08T06:15:00+00:00,AUDUSD,0.7044150000
2026-06-08T06:30:00+00:00,AUDUSD,0.7042450000
2026-06-08T06:45:00+00:00,AUDUSD,0.7042700000
2026-06-08T07:00:00+00:00,AUDUSD,0.7052700000
2026-06-08T07:15:00+00:00,AUDUSD,0.7056150000
2026-06-08T07:30:00+00:00,AUDUSD,0.7053600000
2026-06-08T07:45:00+00:00,AUDUSD,0.7048150000
2026-06-08T08:00:00+00:00,AUDUSD,0.7052150000
2026-06-08T08:15:00+00:00,AUDUSD,0.7053650000
2026-06-08T08:30:00+00:00,AUDUSD,0.7048800000
2026-06-08T08:45:00+00:00,AUDUSD,0.7047950000
2026-06-08T09:00:00+00:00,AUDUSD,0.7046150000
2026-06-08T09:15:00+00:00,AUDUSD,0.7043050000
2026-06-08T09:30:00+00:00,AUDUSD,0.7047850000
2026-06-08T09:45:00+00:00,AUDUSD,0.7052350000
2026-06-08T10:00:00+00:00,AUDUSD,0.7054950000
2026-06-08T10:15:00+00:00,AUDUSD,0.7052450000
2026-06-08T10:30:00+00:00,AUDUSD,0.7060950000
2026-06-08T10:45:00+00:00,AUDUSD,0.7058100000
2026-06-08T11:00:00+00:00,AUDUSD,0.7071300000
2026-06-08T11:15:00+00:00,AUDUSD,0.7073850000
2026-06-08T11:30:00+00:00,AUDUSD,0.7072200000
